URL,created_at,source_name,text,href,is_rt,is_reply,is_link,ai_guess,groundtruth
https://twitter.com/elonmusk/status/1919096963930173648,2025-05-04 18:29:05,Elon Musk,may da 4th be w u https://t.co/4TGbeWDWLv,"<a href=""https://twitter.com/elonmusk/status/1919096963930173648""target=""_blank"">Twitter</a>",FALSE,FALSE,FALSE,Other,Other
https://twitter.com/elonmusk/status/1624150944975044613,2023-02-10 20:58:55,Elon Musk,🔥🔥,"<a href=""https://twitter.com/elonmusk/status/1624150944975044613""target=""_blank"">Twitter</a>",FALSE,FALSE,FALSE,Other,Other
https://x.com/elonmusk/status/1703790503286972701,2023-09-18 0:00:00,Elon Musk,Yet another utterly false article from WSJ https://t.co/sisFcxYKxI,"<a href=""https://x.com/elonmusk/status/1703790503286972701""target=""_blank"">Twitter</a>",FALSE,FALSE,FALSE,Other,Other
https://twitter.com/elonmusk/status/1843132050242777187,2024-10-07 3:31:39,Elon Musk,"Trump now leading Kamala by 3% in betting markets. More accurate than polls, as actual money is on the line.","<a href=""https://twitter.com/elonmusk/status/1843132050242777187""target=""_blank"">Twitter</a>",FALSE,FALSE,FALSE,US election,US election
https://twitter.com/elonmusk/status/1818074081490596277,2024-07-30 0:00:13,Elon Musk,"If the military supports the will of the people, it is over for Maduro","<a href=""https://twitter.com/elonmusk/status/1818074081490596277""target=""_blank"">Twitter</a>",FALSE,FALSE,FALSE,"other political issues, (like 'wokeness', birth rates and immigration)","other political issues, (like 'wokeness', birth rates and immigration)"
https://twitter.com/elonmusk/status/1815101282367009275,2024-07-21 19:07:23,Elon Musk,They are so slow,"<a href=""https://twitter.com/elonmusk/status/1815101282367009275""target=""_blank"">Twitter</a>",FALSE,FALSE,FALSE,Other,Other
https://twitter.com/elonmusk/status/1639395688302649345,2023-03-24 22:36:05,Elon Musk,😬,"<a href=""https://twitter.com/elonmusk/status/1639395688302649345""target=""_blank"">Twitter</a>",FALSE,FALSE,FALSE,Other,Other
https://x.com/elonmusk/status/1726150429170421878,2023-11-19 0:00:00,Elon Musk,"For the first time, there is a rocket that can make all life multiplanetary.

A fork in the road of human destiny. https://t.co/qBZL0tW9EY","<a href=""https://x.com/elonmusk/status/1726150429170421878""target=""_blank"">Twitter</a>",FALSE,FALSE,FALSE,"Tesla, SpaceX, Twitter/X, Neuralink and The Boring Company","Tesla, SpaceX, Twitter/X, Neuralink and The Boring Company"
https://twitter.com/elonmusk/status/1613537584231362561,2023-01-12 14:05:12,Elon Musk,Starship launch attempt soon https://t.co/QBprVsAH7m,"<a href=""https://twitter.com/elonmusk/status/1613537584231362561""target=""_blank"">Twitter</a>",FALSE,FALSE,FALSE,"Tesla, SpaceX, Twitter/X, Neuralink and The Boring Company","Tesla, SpaceX, Twitter/X, Neuralink and The Boring Company"
https://twitter.com/elonmusk/status/1885768824135307369,2025-02-01 19:14:58,Elon Musk,"Obviously, there will be EXTREME opposition from the grifters!!
And they will make it sound like we’re cutting funding to save baby pandas when we’re actually cutting funding to fraudsters, wastrels &amp; terrorists 🤣🤣
This is only possible because of President @realDonaldTrump.","<a href=""https://twitter.com/elonmusk/status/1885768824135307369""target=""_blank"">Twitter</a>",FALSE,FALSE,FALSE,US election,US election
https://twitter.com/elonmusk/status/1782165979088179512,2024-04-21 21:54:15,Elon Musk,And this is after Sheetz had to struggle for years with a challenging brand name!,"<a href=""https://twitter.com/elonmusk/status/1782165979088179512""target=""_blank"">Twitter</a>",FALSE,FALSE,FALSE,Other,US election
https://twitter.com/elonmusk/status/1745464154264379397,2024-01-11 15:14:18,Elon Musk,"By “misinformation”, WEF means anything that conflicts with its agenda","<a href=""https://twitter.com/elonmusk/status/1745464154264379397""target=""_blank"">Twitter</a>",FALSE,FALSE,FALSE,"other political issues, (like 'wokeness', birth rates and immigration)","other political issues, (like 'wokeness', birth rates and immigration)"
https://twitter.com/elonmusk/status/1620631065542156292,2023-02-01 3:52:10,Elon Musk,No one is above the Constitution,"<a href=""https://twitter.com/elonmusk/status/1620631065542156292""target=""_blank"">Twitter</a>",FALSE,FALSE,FALSE,US election,US election
https://twitter.com/elonmusk/status/1623004573060431872,2023-02-07 17:03:38,Elon Musk,"If they really arrested a kid for that, it’s silly. Hopefully not.","<a href=""https://twitter.com/elonmusk/status/1623004573060431872""target=""_blank"">Twitter</a>",FALSE,FALSE,FALSE,Other,Other
https://twitter.com/elonmusk/status/1639689623197630465,2023-03-25 18:04:04,Elon Musk,Try using a List,"<a href=""https://twitter.com/elonmusk/status/1639689623197630465""target=""_blank"">Twitter</a>",FALSE,FALSE,FALSE,Other,Other
https://twitter.com/elonmusk/status/1856506310444941571,2024-11-13 1:16:11,Elon Musk,Sure does …,"<a href=""https://twitter.com/elonmusk/status/1856506310444941571""target=""_blank"">Twitter</a>",FALSE,FALSE,FALSE,Other,Other
https://x.com/elonmusk/status/1712653024454230260,2023-10-13 0:00:00,Elon Musk,… but others say it puts the horse before the cartographer https://t.co/coi75Y0GuJ,"<a href=""https://x.com/elonmusk/status/1712653024454230260""target=""_blank"">Twitter</a>",FALSE,FALSE,FALSE,Other,Other
https://twitter.com/elonmusk/status/1622372516080635905,2023-02-05 23:12:04,Elon Musk,"To be extra clear, Twitter is definitely not financially healthy yet, but is trending to be so. Lots of work still needed to get there.","<a href=""https://twitter.com/elonmusk/status/1622372516080635905""target=""_blank"">Twitter</a>",FALSE,FALSE,FALSE,"Tesla, SpaceX, Twitter/X, Neuralink and The Boring Company","Tesla, SpaceX, Twitter/X, Neuralink and The Boring Company"
https://twitter.com/elonmusk/status/1641630535448510465,2023-03-31 2:36:34,Elon Musk,Important to establish whether someone actually belongs to an organization or not so as to avoid impersonation,"<a href=""https://twitter.com/elonmusk/status/1641630535448510465""target=""_blank"">Twitter</a>",FALSE,FALSE,FALSE,Other,Other
https://twitter.com/elonmusk/status/1630825219429396480,2023-03-01 7:00:06,Elon Musk,🤣,"<a href=""https://twitter.com/elonmusk/status/1630825219429396480""target=""_blank"">Twitter</a>",FALSE,FALSE,FALSE,Other,Other
https://x.com/elonmusk/status/1727478198823198970,2023-11-23 0:00:00,Elon Musk,"Extremely concerning!
https://t.co/Ru2FU2tOFG","<a href=""https://x.com/elonmusk/status/1727478198823198970""target=""_blank"">Twitter</a>",FALSE,FALSE,FALSE,Other,Other
https://twitter.com/elonmusk/status/1635847446344376324,2023-03-15 3:36:38,Elon Musk,🤣,"<a href=""https://twitter.com/elonmusk/status/1635847446344376324""target=""_blank"">Twitter</a>",FALSE,FALSE,FALSE,Other,Other
https://x.com/elonmusk/status/1733415195240800432,2023-12-09 0:00:00,Elon Musk,True 😂,"<a href=""https://x.com/elonmusk/status/1733415195240800432""target=""_blank"">Twitter</a>",FALSE,FALSE,FALSE,Other,Other
https://twitter.com/elonmusk/status/1842937718310834191,2024-10-06 14:39:26,Elon Musk,Yes!,"<a href=""https://twitter.com/elonmusk/status/1842937718310834191""target=""_blank"">Twitter</a>",FALSE,FALSE,FALSE,"Tesla, SpaceX, Twitter/X, Neuralink and The Boring Company","Tesla, SpaceX, Twitter/X, Neuralink and The Boring Company"
https://twitter.com/elonmusk/status/1848926527016341710,2024-10-23 3:16:50,Elon Musk,🤨 https://t.co/i9pBaI52JL,"<a href=""https://twitter.com/elonmusk/status/1848926527016341710""target=""_blank"">Twitter</a>",FALSE,FALSE,FALSE,Other,Other
https://twitter.com/elonmusk/status/1832159097673937271,2024-09-06 20:49:03,Elon Musk,"Invite your friends to 𝕏!

This is the group chat for Earth.","<a href=""https://twitter.com/elonmusk/status/1832159097673937271""target=""_blank"">Twitter</a>",FALSE,FALSE,FALSE,"Tesla, SpaceX, Twitter/X, Neuralink and The Boring Company","Tesla, SpaceX, Twitter/X, Neuralink and The Boring Company"
https://twitter.com/elonmusk/status/1764777475412725919,2024-03-04 22:18:32,Elon Musk,2017 feels so long ago,"<a href=""https://twitter.com/elonmusk/status/1764777475412725919""target=""_blank"">Twitter</a>",FALSE,FALSE,FALSE,Other,Other
https://twitter.com/elonmusk/status/1840534659740115333,2024-09-29 23:30:33,Elon Musk,Dragon has reached @Space_Station,"<a href=""https://twitter.com/elonmusk/status/1840534659740115333""target=""_blank"">Twitter</a>",FALSE,FALSE,FALSE,"Tesla, SpaceX, Twitter/X, Neuralink and The Boring Company","Tesla, SpaceX, Twitter/X, Neuralink and The Boring Company"
https://twitter.com/elonmusk/status/1841610514369036797,2024-10-02 22:45:36,Elon Musk,Great defense of free speech,"<a href=""https://twitter.com/elonmusk/status/1841610514369036797""target=""_blank"">Twitter</a>",FALSE,FALSE,FALSE,"other political issues, (like 'wokeness', birth rates and immigration)","other political issues, (like 'wokeness', birth rates and immigration)"
https://twitter.com/elonmusk/status/1743401181378986004,2024-01-05 22:36:47,Elon Musk,"This platform has the highest return on advertising spend, according to NP Digital","<a href=""https://twitter.com/elonmusk/status/1743401181378986004""target=""_blank"">Twitter</a>",FALSE,FALSE,FALSE,"Tesla, SpaceX, Twitter/X, Neuralink and The Boring Company","Tesla, SpaceX, Twitter/X, Neuralink and The Boring Company"
https://twitter.com/elonmusk/status/1792403500472864839,2024-05-20 3:54:30,Elon Musk,Starlink is now available in Fiji! 🇫🇯,"<a href=""https://twitter.com/elonmusk/status/1792403500472864839""target=""_blank"">Twitter</a>",FALSE,FALSE,FALSE,"Tesla, SpaceX, Twitter/X, Neuralink and The Boring Company","Tesla, SpaceX, Twitter/X, Neuralink and The Boring Company"
https://twitter.com/elonmusk/status/1906368773906420131,2025-03-30 15:31:48,Elon Musk,"It is time to arrest those funding the attacks. 

Arresting their puppets and paid foot-soldiers won’t stop the violence. 

 https://t.co/R4aHg4Q5Kw","<a href=""https://twitter.com/elonmusk/status/1906368773906420131""target=""_blank"">Twitter</a>",FALSE,FALSE,FALSE,"other political issues, (like 'wokeness', birth rates and immigration)","other political issues, (like 'wokeness', birth rates and immigration)"
https://twitter.com/elonmusk/status/1800269249912381773,2024-06-10 20:50:11,Elon Musk,"It’s patently absurd that Apple isn’t smart enough to make their own AI, yet is somehow capable of ensuring that OpenAI will protect your security &amp; privacy!

Apple has no clue what’s actually going on once they hand your data over to OpenAI. They’re selling you down the river.","<a href=""https://twitter.com/elonmusk/status/1800269249912381773""target=""_blank"">Twitter</a>",FALSE,FALSE,FALSE,Other,Other
https://x.com/elonmusk/status/1687372232232947713,2023-08-04 0:00:00,Elon Musk,Physics is a Ψ op,"<a href=""https://x.com/elonmusk/status/1687372232232947713""target=""_blank"">Twitter</a>",FALSE,FALSE,FALSE,Other,Other
https://twitter.com/elonmusk/status/1889217639895237068,2025-02-11 7:39:19,Elon Musk,This was a gem https://t.co/vSzw0FYhor,"<a href=""https://twitter.com/elonmusk/status/1889217639895237068""target=""_blank"">Twitter</a>",FALSE,FALSE,FALSE,Other,Other
